tool_name,label,Length,Entropy,Special Ratio,Digit Ratio,Suspicious Density,Alpha Ratio,Upper Ratio,Whitespace Ratio,Max Token Len,URL Pattern Count
ldap_query,benign,4.477337,4.5137,0.31034482,0.011494253,0.011363637,0.6436782,0.0,0.03448276,0.11363637,0.0
ldap_query,benign,4.2904596,4.49936,0.33333334,0.0,0.0,0.625,0.0,0.041666668,0.09589041,0.0
ldap_query,benign,4.26268,4.46402,0.3,0.014285714,0.0,0.64285713,0.022222223,0.042857144,0.1971831,0.0
ldap_query,benign,4.1743875,4.4423347,0.328125,0.015625,0.0,0.609375,0.0,0.046875,0.13846155,0.0
ldap_query,benign,4.2904596,4.556884,0.29166666,0.027777778,0.0,0.6388889,0.02173913,0.041666668,0.19178082,0.0
ldap_query,attack,4.2341065,4.5926285,0.3529412,0.029411765,0.014492754,0.5735294,0.0,0.04411765,0.10144927,0.0
ldap_query,attack,4.1271343,4.3874755,0.3442623,0.0,0.032258064,0.60655737,0.0,0.04918033,0.09677419,0.0
ldap_query,attack,4.2195077,4.5176024,0.3283582,0.0,0.014705882,0.6268657,0.023809524,0.04477612,0.16176471,0.0
ldap_query,attack,4.1108737,4.51065,0.41666666,0.0,0.016393442,0.53333336,0.03125,0.05,0.18032786,0.0
ldap_query,attack,4.26268,4.500153,0.2857143,0.0,0.014084507,0.6571429,0.06521739,0.057142857,0.112676054,0.0
ldap_query,attack,4.2904596,4.590083,0.3472222,0.0,0.04109589,0.6111111,0.0,0.041666668,0.10958904,0.0
ldap_query,attack,4.0943446,4.4693537,0.3559322,0.0,0.0,0.59322035,0.028571429,0.050847456,0.18333334,0.0
ldap_query,attack,4.0073333,4.3358283,0.4814815,0.0,0.018181818,0.46296296,0.0,0.055555556,0.10909091,0.0
ldap_query,attack,4.1271343,4.479437,0.45901638,0.0,0.016129032,0.4918033,0.0,0.04918033,0.11290322,0.0
parse_xml,benign,4.0430512,4.510405,0.39285713,0.035714287,0.0,0.53571427,0.0,0.035714287,0.10526316,0.3030303
parse_xml,benign,4.0775375,4.522051,0.46551725,0.06896552,0.0,0.43103448,0.0,0.03448276,0.118644066,0.29411766
parse_xml,benign,4.189655,4.2713904,0.41538462,0.015384615,0.0,0.53846157,0.028571429,0.03076923,0.07575758,0.4
parse_xml,benign,4.060443,4.5086102,0.47368422,0.05263158,0.0,0.4385965,0.0,0.03508772,0.12068965,0.29850745
parse_xml,benign,4.2341065,4.2205257,0.3970588,0.05882353,0.0,0.5147059,0.028571429,0.029411765,0.08695652,0.3846154
parse_xml,benign,4.248495,4.3830366,0.3188406,0.072463766,0.0,0.5652174,0.051282052,0.04347826,0.114285715,0.25316456
parse_xml,benign,4.0943446,4.454428,0.37288135,0.016949153,0.0,0.5762712,0.0,0.033898305,0.11666667,0.28985506
parse_xml,benign,4.248495,4.4229627,0.3188406,0.072463766,0.0,0.5652174,0.051282052,0.04347826,0.114285715,0.25316456
parse_xml,benign,4.304065,4.2507987,0.369863,0.0,0.013513514,0.6164383,0.06666667,0.01369863,0.067567565,0.48192772
parse_xml,benign,4.1108737,4.5024796,0.36666667,0.033333335,0.0,0.56666666,0.0,0.033333335,0.114754096,0.2857143
parse_xml,benign,4.0943446,3.9941146,0.37288135,0.0,0.0,0.6101695,0.027777778,0.016949153,0.083333336,0.4347826
parse_xml,benign,4.26268,4.1202946,0.3857143,0.042857144,0.0,0.55714285,0.025641026,0.014285714,0.07042254,0.5
parse_xml,benign,4.1743875,4.453223,0.421875,0.03125,0.0,0.515625,0.0,0.03125,0.10769231,0.27027026
parse_xml,benign,4.2341065,4.2205257,0.3970588,0.05882353,0.0,0.5147059,0.028571429,0.029411765,0.08695652,0.3846154
parse_xml,benign,4.0430512,4.510405,0.39285713,0.035714287,0.0,0.53571427,0.0,0.035714287,0.10526316,0.3030303
parse_xml,benign,4.2341065,4.2205257,0.3970588,0.05882353,0.0,0.5147059,0.028571429,0.029411765,0.08695652,0.3846154
parse_xml,benign,4.4998097,4.4350266,0.31460676,0.033707865,0.0,0.64044946,0.01754386,0.011235955,0.08888889,0.4040404
parse_xml,benign,4.0253515,4.460829,0.4,0.018181818,0.0,0.54545456,0.0,0.036363635,0.10714286,0.30769232
parse_xml,benign,4.0253515,4.460829,0.4,0.018181818,0.0,0.54545456,0.0,0.036363635,0.10714286,0.30769232
parse_xml,benign,4.2904596,4.2626567,0.30555555,0.0,0.0,0.6666667,0.020833334,0.027777778,0.10958904,0.24390244
parse_xml,benign,4.2195077,4.4564104,0.3283582,0.0,0.0,0.64179105,0.0,0.029850746,0.10294118,0.25974026
parse_xml,benign,4.060443,4.5086102,0.47368422,0.05263158,0.0,0.4385965,0.0,0.03508772,0.12068965,0.29850745
parse_xml,benign,4.0430512,4.510405,0.39285713,0.035714287,0.0,0.53571427,0.0,0.035714287,0.10526316,0.3030303
parse_xml,benign,4.248495,4.451948,0.3188406,0.072463766,0.0,0.5652174,0.051282052,0.04347826,0.114285715,0.25316456
parse_xml,attack,5.2574954,5.287238,0.33507854,0.010471204,0.046875,0.58115184,0.33333334,0.07329843,0.041666668,0.19900498
parse_xml,attack,4.89784,5.291878,0.33082706,0.10526316,0.029850746,0.5112782,0.27941176,0.05263158,0.052238807,0.20979021
parse_xml,attack,4.836282,5.1571684,0.272,0.016,0.03968254,0.664,0.22891566,0.048,0.06349207,0.2962963
parse_xml,attack,4.5217886,4.276313,0.24175824,0.0,0.04347826,0.74725276,0.0,0.010989011,0.11956522,0.2970297
parse_xml,attack,3.9512436,4.456739,0.3529412,0.0,0.0,0.627451,0.0625,0.019607844,0.115384616,0.32786885
parse_xml,attack,4.691348,5.201363,0.3611111,0.018518519,0.04587156,0.5555556,0.31666666,0.06481481,0.06422018,0.2542373
parse_xml,attack,4.3694477,4.8668737,0.41025642,0.0,0.025316456,0.5,0.4871795,0.08974359,0.088607594,0.3409091
parse_xml,attack,4.6728287,5.037418,0.31132075,0.0,0.06542056,0.6226415,0.28787878,0.06603774,0.07476635,0.25862068
redis_command,benign,3.7612002,4.2135134,0.3809524,0.04761905,0.0,0.5,0.14285715,0.071428575,0.1627907,0.0
redis_command,benign,3.7612002,4.165894,0.3809524,0.04761905,0.0,0.5,0.14285715,0.071428575,0.1627907,0.0
redis_command,benign,3.8918202,4.2207136,0.39583334,0.041666668,0.0,0.47916666,0.17391305,0.083333336,0.14285715,0.0
redis_command,benign,4.2341065,4.521235,0.3529412,0.014705882,0.0,0.5588235,0.10526316,0.073529415,0.10144927,0.0
redis_command,benign,3.9318256,4.469275,0.38,0.12,0.0,0.42,0.2857143,0.08,0.13725491,0.0
redis_command,benign,3.871201,4.1613135,0.40425533,0.021276595,0.0,0.4893617,0.17391305,0.08510638,0.14583333,0.0
redis_command,benign,3.713572,4.253056,0.375,0.0,0.0,0.55,0.18181819,0.075,0.17073171,0.0
redis_command,benign,3.7841897,4.367898,0.37209302,0.046511628,0.0,0.5116279,0.18181819,0.069767445,0.1590909,0.0
redis_command,benign,3.871201,4.193436,0.38297874,0.0,0.0,0.5319149,0.16,0.08510638,0.14583333,0.0
redis_command,benign,4.1108737,4.25866,0.35,0.06666667,0.0,0.5,0.13333334,0.083333336,0.18032786,0.0
redis_command,benign,3.9318256,4.389275,0.38,0.04,0.0,0.5,0.2,0.08,0.13725491,0.0
redis_command,benign,3.8918202,4.2207136,0.39583334,0.041666668,0.0,0.47916666,0.17391305,0.083333336,0.14285715,0.0
redis_command,benign,3.8918202,4.377167,0.375,0.020833334,0.0,0.5208333,0.2,0.083333336,0.14285715,0.0
redis_command,benign,3.871201,4.1613135,0.40425533,0.021276595,0.0,0.4893617,0.17391305,0.08510638,0.14583333,0.0
redis_command,benign,3.9318256,4.1190796,0.38,0.0,0.0,0.54,0.11111111,0.08,0.13725491,0.0
redis_command,benign,3.7841897,4.2748747,0.37209302,0.069767445,0.0,0.4883721,0.14285715,0.069767445,0.1590909,0.0
redis_command,benign,3.7376697,4.1499963,0.3902439,0.024390243,0.0,0.5121951,0.14285715,0.07317073,0.16666667,0.0
redis_command,benign,3.7841897,4.367898,0.37209302,0.046511628,0.0,0.5116279,0.18181819,0.069767445,0.1590909,0.0
redis_command,benign,3.988984,4.2282233,0.3773585,0.03773585,0.0,0.509434,0.11111111,0.0754717,0.12962963,0.0
redis_command,benign,3.7841897,4.367898,0.37209302,0.046511628,0.0,0.5116279,0.18181819,0.069767445,0.1590909,0.0
redis_command,benign,3.7841897,4.367898,0.37209302,0.046511628,0.0,0.5116279,0.18181819,0.069767445,0.1590909,0.0
redis_command,benign,3.9702919,4.171902,0.3846154,0.01923077,0.0,0.5192308,0.11111111,0.07692308,0.13207547,0.0
redis_command,benign,3.9318256,4.429275,0.38,0.04,0.0,0.5,0.2,0.08,0.13725491,0.0
redis_command,benign,3.9512436,4.4816594,0.37254903,0.05882353,0.0,0.49019608,0.2,0.078431375,0.13461539,0.0
redis_command,benign,3.7841897,4.367898,0.37209302,0.046511628,0.0,0.5116279,0.18181819,0.069767445,0.1590909,0.0
redis_command,benign,3.7841897,4.367898,0.37209302,0.046511628,0.0,0.5116279,0.18181819,0.069767445,0.1590909,0.0
redis_command,benign,3.7841897,4.228363,0.37209302,0.069767445,0.0,0.4883721,0.14285715,0.069767445,0.1590909,0.0
redis_command,benign,3.9318256,4.429275,0.38,0.12,0.0,0.42,0.2857143,0.08,0.13725491,0.0
redis_command,benign,3.9702919,4.441133,0.3653846,0.07692308,0.0,0.48076922,0.24,0.07692308,0.13207547,0.0
redis_command,benign,3.7612002,4.2135134,0.3809524,0.04761905,0.0,0.5,0.14285715,0.071428575,0.1627907,0.0
redis_command,attack,3.7612002,4.4219627,0.35714287,0.0,0.0,0.5714286,0.5416667,0.071428575,0.18604651,0.0
redis_command,attack,3.5553482,4.0652604,0.47058824,0.0,0.0,0.44117647,0.26666668,0.0882353,0.2,0.0
redis_command,attack,4.1271343,4.593298,0.37704918,0.016393442,0.032258064,0.52459013,0.125,0.08196721,0.11290322,0.0
redis_command,attack,4.1108737,4.582158,0.35,0.0,0.0,0.5833333,0.2857143,0.06666667,0.14754099,0.14285715
redis_command,attack,3.988984,4.4923744,0.33962265,0.0,0.0,0.5849057,0.29032257,0.0754717,0.2037037,0.0
redis_command,attack,3.583519,4.24301,0.37142858,0.0,0.0,0.54285717,0.42105263,0.08571429,0.22222222,0.0
redis_command,attack,4.0430512,4.5800505,0.3392857,0.071428575,0.0,0.51785713,0.2413793,0.071428575,0.14035088,0.0
redis_command,attack,3.465736,4.1069493,0.41935483,0.0,0.0,0.48387095,0.26666668,0.09677419,0.21875,0.0
redis_command,attack,4.1431346,4.5484138,0.38709676,0.0,0.0,0.5322581,0.27272728,0.08064516,0.11111111,0.1388889
redis_command,attack,4.189655,4.6315427,0.33846155,0.0,0.0,0.5846154,0.23684211,0.07692308,0.15151516,0.0
verify_jwt,benign,4.317488,5.0117617,0.12162162,0.067567565,0.0,0.7972973,0.47457626,0.013513514,0.48,0.0
verify_jwt,benign,4.4426513,5.141894,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4308167,5.09035,0.10843374,0.084337346,0.0,0.79518074,0.4090909,0.012048192,0.42857143,0.0
verify_jwt,benign,4.4426513,5.1229224,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.317488,5.162373,0.12162162,0.08108108,0.0,0.7837838,0.46551725,0.013513514,0.48,0.0
verify_jwt,benign,4.4426513,5.099113,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4308167,5.142742,0.10843374,0.084337346,0.0,0.79518074,0.4090909,0.012048192,0.42857143,0.0
verify_jwt,benign,4.4426513,5.090126,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4426513,5.099113,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4426513,5.0663166,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.0775375,4.887901,0.15517241,0.10344828,0.0,0.7241379,0.35714287,0.01724138,0.33898306,0.0
verify_jwt,benign,4.574711,5.0499806,0.09375,0.083333336,0.0,0.8125,0.46153846,0.010416667,0.371134,0.0
verify_jwt,benign,4.4426513,5.090126,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4308167,5.1186457,0.10843374,0.084337346,0.0,0.79518074,0.4090909,0.012048192,0.42857143,0.0
verify_jwt,benign,4.4308167,5.1186457,0.10843374,0.084337346,0.0,0.79518074,0.4090909,0.012048192,0.42857143,0.0
verify_jwt,benign,4.4426513,5.099113,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,5.1298985,5.5757246,0.05952381,0.10714286,0.0,0.82738096,0.50359714,0.005952381,0.43786982,0.0
verify_jwt,benign,4.4426513,5.075303,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4308167,5.142742,0.10843374,0.084337346,0.0,0.79518074,0.4090909,0.012048192,0.42857143,0.0
verify_jwt,benign,4.4426513,5.1180844,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,benign,4.4426513,5.0663166,0.10714286,0.0952381,0.0,0.78571427,0.4090909,0.011904762,0.42352942,0.0
verify_jwt,attack,4.65396,5.3666883,0.086538464,0.07692308,0.0,0.8269231,0.45348838,0.009615385,0.60952383,0.0
verify_jwt,attack,4.6634393,5.262384,0.1904762,0.057142857,0.009433962,0.72380954,0.32894737,0.028571429,0.33962265,0.17391305
verify_jwt,attack,4.1271343,4.941155,0.14754099,0.09836066,0.0,0.73770493,0.33333334,0.016393442,0.37096775,0.0
verify_jwt,attack,4.2904596,5.0112314,0.125,0.06944445,0.0,0.7916667,0.2982456,0.013888889,0.47945204,0.0
verify_jwt,attack,4.8598123,5.351181,0.0703125,0.1015625,0.0,0.8203125,0.45714286,0.0078125,0.68217057,0.0
verify_jwt,attack,4.744932,5.331904,0.078947365,0.114035085,0.0,0.7982456,0.43956044,0.00877193,0.6434783,0.0
verify_jwt,attack,4.158883,4.9695983,0.14285715,0.06349207,0.015625,0.7777778,0.3265306,0.015873017,0.34375,0.0
s3_operation,benign,4.189655,4.2783947,0.32307693,0.03076923,0.0,0.5692308,0.0,0.07692308,0.13636364,0.13333334
s3_operation,benign,4.26268,4.2883115,0.3,0.028571429,0.0,0.6,0.0,0.071428575,0.12676056,0.125
s3_operation,benign,4.1431346,4.1580954,0.32258064,0.0,0.0,0.5967742,0.0,0.08064516,0.14285715,0.0
s3_operation,benign,4.1743875,4.2287774,0.328125,0.015625,0.0,0.578125,0.0,0.078125,0.13846155,0.13513513
s3_operation,benign,4.2195077,4.362908,0.31343284,0.029850746,0.0,0.58208954,0.0,0.07462686,0.13235295,0.12987013
s3_operation,benign,4.189655,4.2783947,0.32307693,0.03076923,0.0,0.5692308,0.0,0.07692308,0.13636364,0.13333334
s3_operation,benign,4.1743875,4.2287774,0.328125,0.015625,0.0,0.578125,0.0,0.078125,0.13846155,0.13513513
s3_operation,benign,4.1271343,4.3831367,0.3442623,0.09836066,0.0,0.47540984,0.0,0.08196721,0.14516129,0.14084508
s3_operation,benign,4.2195077,4.362908,0.31343284,0.029850746,0.0,0.58208954,0.0,0.07462686,0.13235295,0.12987013
s3_operation,benign,4.2195077,4.3473053,0.31343284,0.05970149,0.0,0.5522388,0.0,0.07462686,0.13235295,0.12987013
s3_operation,benign,4.204693,4.25441,0.3181818,0.0,0.0,0.6060606,0.0,0.07575758,0.13432837,0.13157895
s3_operation,benign,4.2904596,4.343216,0.29166666,0.0,0.0,0.6388889,0.0,0.06944445,0.12328767,0.12195122
s3_operation,benign,4.248495,4.4186206,0.3043478,0.04347826,0.0,0.5797101,0.0,0.072463766,0.12857144,0.12658228
s3_operation,benign,4.5108595,4.4576597,0.32222223,0.022222223,0.0,0.5777778,0.0,0.07777778,0.0989011,0.2
s3_operation,benign,4.4886365,4.40617,0.3181818,0.022727273,0.0,0.57954544,0.0,0.07954545,0.101123594,0.10204082
s3_operation,benign,4.2904596,4.3959975,0.31944445,0.0,0.0,0.6111111,0.0,0.06944445,0.12328767,0.12195122
s3_operation,benign,4.204693,4.3154073,0.3181818,0.015151516,0.0,0.59090906,0.0,0.07575758,0.13432837,0.13157895
s3_operation,benign,4.1108737,4.1859174,0.33333334,0.0,0.0,0.5833333,0.0,0.083333336,0.14754099,0.0
s3_operation,benign,4.5325994,4.412727,0.3152174,0.02173913,0.0,0.5869565,0.0,0.07608695,0.09677419,0.19607843
s3_operation,benign,4.2341065,4.423367,0.32352942,0.04411765,0.0,0.5588235,0.0,0.073529415,0.13043478,0.12820514
s3_operation,benign,4.2341065,4.423367,0.32352942,0.04411765,0.0,0.5588235,0.0,0.073529415,0.13043478,0.12820514
s3_operation,benign,4.5108595,4.351351,0.31111112,0.011111111,0.0,0.6,0.0,0.07777778,0.0989011,0.1
s3_operation,benign,4.2195077,4.3771563,0.3283582,0.029850746,0.0,0.5671642,0.0,0.07462686,0.13235295,0.12987013
s3_operation,benign,4.26268,4.25974,0.3,0.028571429,0.0,0.6,0.0,0.071428575,0.12676056,0.125
s3_operation,attack,4.2341065,4.3624597,0.32352942,0.0,0.0,0.60294116,0.0,0.073529415,0.13043478,0.0
s3_operation,attack,4.3438053,4.32025,0.27631578,0.0,0.012987013,0.65789473,0.0,0.065789476,0.14285715,0.0
s3_operation,attack,4.0943446,4.206476,0.33898306,0.0,0.0,0.5762712,0.0,0.084745765,0.15,0.0
s3_operation,attack,4.2341065,4.2468963,0.32352942,0.0,0.057971016,0.5882353,0.0,0.0882353,0.13043478,0.0
s3_operation,attack,4.4886365,4.6123567,0.32954547,0.13636364,0.0,0.47727272,0.0,0.056818184,0.101123594,0.20408164
s3_operation,attack,4.7095304,4.7347007,0.36363637,0.0,0.036036037,0.55454546,0.04918033,0.08181818,0.08108108,0.0
s3_operation,attack,4.6151204,4.356462,0.29,0.02,0.00990099,0.64,0.0,0.05,0.089108914,0.36363637
s3_operation,attack,4.204693,4.15055,0.46969697,0.0,0.11940298,0.45454547,0.0,0.07575758,0.13432837,0.13157895
send_webhook,benign,4.3694477,4.5681157,0.30769232,0.0,0.0,0.64102566,0.0,0.051282052,0.11392405,0.22727273
send_webhook,benign,4.3820267,4.564539,0.32911393,0.025316456,0.0,0.5949367,0.0,0.050632913,0.0875,0.2247191
send_webhook,benign,4.356709,4.522464,0.32467532,0.025974026,0.0,0.58441556,0.022222223,0.064935066,0.08974359,0.22988506
send_webhook,benign,4.3438053,4.480653,0.32894737,0.013157895,0.0,0.59210527,0.022222223,0.065789476,0.09090909,0.23255815
send_webhook,benign,4.0943446,4.433325,0.3559322,0.06779661,0.0,0.5084746,0.0,0.06779661,0.11666667,0.28985506
send_webhook,benign,4.3820267,4.564539,0.32911393,0.025316456,0.0,0.5949367,0.0,0.050632913,0.0875,0.2247191
send_webhook,benign,4.0943446,4.433325,0.3559322,0.06779661,0.0,0.5084746,0.0,0.06779661,0.11666667,0.28985506
send_webhook,benign,4.465908,4.602218,0.30232558,0.0,0.0,0.6511628,0.017857144,0.046511628,0.09195402,0.20833333
send_webhook,benign,4.060443,4.3678064,0.36842105,0.03508772,0.0,0.5263158,0.0,0.07017544,0.12068965,0.29850745
send_webhook,benign,4.3694477,4.400662,0.33333334,0.0,0.0,0.61538464,0.0,0.051282052,0.088607594,0.22727273
send_webhook,benign,4.59512,4.5379443,0.2857143,0.0,0.0,0.67346936,0.0,0.040816326,0.1010101,0.18518518
send_webhook,benign,4.0943446,4.365528,0.3559322,0.06779661,0.0,0.5084746,0.0,0.06779661,0.11666667,0.28985506
send_webhook,benign,4.406719,4.618861,0.32098764,0.049382716,0.0,0.5802469,0.0,0.049382716,0.085365854,0.21978022
